"","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MoSold","YrSold","SaleType","SalePrice"
"2131","RL",53,5362,"Pave","No Alley","Reg","Lvl","Corner","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",1910,2003,"Gable","CompShg","Wd Sdng","Other","None",0,"TA","TA","PConc","TA","TA","No Exposure","Unf",0,"Unf",0,661,661,"GasA","Ex","Y","SB",661,589,0,1250,0,0,2,0,3,1,"TA",8,"Typ",1,"Gd","D",1985,"Unf",2,552,"TA","TA","Y",242,0,81,0,0,0,"No Pool","No Fence","No Feature",11,2007,"Warranty Deed",139000
"2132","RL",50,6305,"Pave","No Alley","Reg","Bnk","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",1938,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","PConc","Fa","Fa","No Exposure","Unf",0,"Unf",0,920,920,"GasA","Ex","Y","SB",954,0,0,954,0,0,1,0,2,1,"Fa",5,"Typ",1,"Gd","BM",1938,"Unf",1,240,"Other","TA","Y",0,0,0,0,0,0,"No Pool","MnPrv","No Feature",6,2007,"Warranty Deed",119750
"2133","Other",82,7136,"Pave","No Alley","IR1","HLS","Inside","Gtl","Crawfor","Norm","Norm","Duplex","2Story",1946,1950,"Gable","CompShg","MetalSd","MetalSd","BrkFace",423,"TA","TA","CBlock","Gd","TA","No Exposure","Rec",484,"Unf",0,495,979,"GasA","TA","N","FF",979,979,0,1958,0,0,2,0,4,2,"TA",8,"Typ",0,"No Fireplace","A",1946,"Unf",2,492,"TA","TA","Y",0,0,0,0,0,0,"No Pool","No Fence","No Feature",8,2007,"Warranty Deed",145000
"2134","Other",82,6270,"Pave","No Alley","Reg","HLS","Inside","Gtl","Crawfor","Norm","Norm","Duplex","2Story",1949,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No Exposure","BLQ",284,"Unf",0,717,1001,"GasA","TA","N","FA",1001,1001,0,2002,0,0,2,0,4,2,"TA",8,"Typ",0,"No Fireplace","2T",1949,"Unf",3,871,"TA","TA","Y",0,0,0,0,0,0,"No Pool","No Fence","No Feature",8,2007,"Warranty Deed",145000
"2135","RL",60,7230,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2.5Unf",1927,1992,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","TA","TA","No Exposure","Unf",0,"Unf",0,851,851,"GasA","Gd","Y","SB",867,851,0,1718,0,0,2,1,4,1,"Gd",8,"Typ",1,"TA","D",1927,"Unf",2,264,"TA","TA","Y",291,0,60,0,153,0,"No Pool","GdPrv","No Feature",10,2007,"Warranty Deed",238000
"2136","RL",126,13108,"Pave","No Alley","Mod+ IR","HLS","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",1951,1951,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","No Basement","No Basement","No Basement","No Basement",0,"No Basement",0,0,0,"GasA","Fa","Y","SB",1226,0,0,1226,0,0,1,1,2,1,"TA",7,"Min1",1,"Gd","A",1951,"Fin",2,400,"TA","TA","Y",174,24,120,0,228,0,"No Pool","No Fence","No Feature",6,2007,"Warranty Deed",153500
"2137","RL",86,22420,"Pave","No Alley","IR1","Lvl","Inside","Gtl","Crawfor","Feedr","Norm","1Fam","2Story",1918,1950,"Hip","CompShg","Wd Sdng","Other","None",0,"TA","TA","BrkTil","Gd","TA","No Exposure","BLQ",1128,"Unf",0,242,1370,"HotW","TA","N","FA",1370,1254,0,2624,1,0,2,1,4,1,"TA",10,"Typ",1,"Gd","D",1918,"Unf",3,864,"TA","TA","N",0,0,0,0,0,0,"No Pool","No Fence","No Feature",11,2007,"Warranty Deed",239000
"2138","RL",78,12168,"Pave","No Alley","Reg","HLS","Inside","Not Gtl","Crawfor","Norm","Norm","1Fam","2Story",1934,1998,"Gable","CompShg","Other","Wd Sdng","None",0,"TA","TA","PConc","Gd","TA","Mn","BLQ",428,"Unf",0,537,965,"GasA","TA","Y","SB",1940,1254,0,3194,0,0,2,1,4,1,"TA",10,"Typ",2,"Gd","BM",1934,"Unf",2,380,"TA","TA","Y",0,0,0,0,0,0,"No Pool","No Fence","No Feature",9,2007,"Warranty Deed",359100
"2139","RL",110,7810,"Pave","No Alley","IR1","HLS","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",1930,2003,"Gable","CompShg","Other","Other","None",0,"TA","Gd","BrkTil","TA","Gd","No Exposure","GLQ",189,"Unf",0,741,930,"GasA","Ex","Y","SB",1230,525,0,1755,0,0,2,0,4,1,"Gd",7,"Typ",1,"TA","D",1930,"Unf",1,231,"Other","TA","Y",0,40,0,0,0,0,"No Pool","No Fence","No Feature",11,2007,"Warranty Deed",188000
"2140","RL",70,11275,"Pave","No Alley","IR1","HLS","Corner","Not Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",1932,1950,"Gable","CompShg","MetalSd","MetalSd","BrkFace",480,"TA","TA","CBlock","TA","TA","Mn","Rec",297,"LwQ",557,0,854,"GasA","TA","Y","SB",1096,895,0,1991,0,0,1,1,3,1,"TA",7,"Typ",1,"Gd","D",1977,"Unf",2,432,"TA","Fa","Y",0,0,19,0,0,0,"No Pool","No Fence","No Feature",3,2007,"Warranty Deed",220000
"2141","RL",79,6221,"Pave","No Alley","IR1","Lvl","Inside","Gtl","Crawfor","Norm","Norm","2fmCon","1.5Fin",1941,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","Fa","No Exposure","LwQ",533,"Unf",0,195,728,"GasA","Ex","Y","SB",760,595,0,1355,0,0,2,0,3,1,"TA",5,"Typ",0,"No Fireplace","D",1966,"Unf",2,528,"TA","TA","Y",0,0,0,0,144,0,"No Pool","MnPrv","No Feature",10,2007,"Warranty Deed",140000
"2142","RL",70,10570,"Pave","No Alley","Reg","Bnk","Inside","Not Gtl","Crawfor","Norm","Norm","1Fam","2Story",1932,1994,"Hip","CompShg","Other","Other","None",0,"Gd","TA","CBlock","Gd","Gd","No Exposure","Rec",297,"Unf",0,556,853,"GasA","TA","Y","SB",1549,1178,0,2727,0,0,2,1,3,1,"Gd",10,"Maj1",2,"TA","D",1932,"Unf",2,440,"TA","TA","Y",0,74,0,0,0,0,"No Pool","No Fence","No Feature",12,2007,"Warranty Deed",315000
"2143","RL",61,7259,"Pave","No Alley","IR1","Lvl","Inside","Not Gtl","Crawfor","Norm","Norm","1Fam","2Story",1945,2002,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No Exposure","ALQ",774,"LwQ",150,104,1028,"GasA","Ex","Y","SB",1436,884,0,2320,1,0,2,1,3,1,"Gd",9,"Typ",1,"TA","D",1945,"Unf",1,180,"TA","TA","Y",224,0,0,0,0,0,"No Pool","MnPrv","No Feature",7,2007,"Warranty Deed",259500
"2144","RL",110,14442,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",1957,2004,"Hip","CompShg","Other","Other","BrkFace",106,"TA","TA","PConc","TA","TA","No Exposure","GLQ",1186,"Unf",0,291,1477,"GasA","Ex","Y","SB",1839,0,0,1839,1,0,2,0,3,1,"Gd",7,"Typ",2,"TA","A",1957,"Fin",2,416,"TA","TA","Y",0,87,0,0,200,0,"No Pool","No Fence","No Feature",6,2007,"Warranty Deed",257500
"2145","RL",75,13125,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",1940,1984,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No Exposure","BLQ",410,"Unf",0,390,800,"GasA","TA","Y","SB",960,780,0,1740,0,0,1,1,3,1,"TA",6,"Typ",2,"Gd","A",1940,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,"No Pool","No Fence","No Feature",7,2007,"Warranty Deed",219500
"2146","RL",70,21000,"Pave","No Alley","Reg","Bnk","Corner","Gtl","Crawfor","Norm","Norm","1Fam","1Story",1953,1953,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",184,"TA","Gd","CBlock","Gd","TA","Mn","ALQ",35,"Rec",869,905,1809,"GasA","TA","Y","SB",2259,0,0,2259,1,0,2,0,3,1,"Gd",7,"Typ",2,"Gd","BM",1953,"Unf",2,450,"TA","TA","Y",166,120,192,0,0,0,"No Pool","MnPrv","No Feature",10,2007,"Other",217000
"2147","RL",70,25485,"Pave","No Alley","IR1","Lvl","CulDSac","Gtl","Crawfor","Norm","Norm","1Fam","1Story",1960,1960,"Gable","CompShg","Wd Sdng","MetalSd","BrkFace",423,"TA","Fa","CBlock","TA","Gd","Mn","LwQ",540,"Rec",1020,0,1560,"GasA","TA","Y","SB",1560,0,0,1560,0,0,1,1,3,1,"TA",6,"Typ",3,"TA","A",1960,"RFn",2,580,"TA","TA","Y",0,75,584,0,0,0,"No Pool","No Fence","No Feature",5,2007,"Warranty Deed",201000
"2148","RL",70,21579,"Pave","No Alley","IR1","Lvl","CulDSac","Gtl","Crawfor","Norm","Norm","1Fam","1Story",1968,1968,"Hip","CompShg","HdBoard","Other","None",0,"TA","TA","PConc","Gd","TA","No Exposure","BLQ",813,"Unf",0,675,1488,"GasA","Ex","Y","SB",1488,0,0,1488,0,1,2,0,3,1,"TA",7,"Typ",2,"Gd","A",1968,"RFn",2,552,"TA","TA","Y",0,0,216,0,0,0,"No Pool","No Fence","No Feature",9,2007,"Warranty Deed",215000
"2149","RM",24,1782,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Blueste","Norm","Norm","Twnhs","2Story",1980,1980,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","Gd","TA","No Exposure","GLQ",330,"Unf",0,186,516,"GasA","Gd","Y","SB",529,516,0,1045,0,0,1,0,2,1,"TA",5,"Typ",1,"TA","D",1980,"Unf",2,462,"TA","TA","Y",180,0,0,0,0,0,"No Pool","MnPrv","No Feature",12,2007,"Warranty Deed",123900
"2150","RL",70,17871,"Pave","No Alley","Mod+ IR","Lvl","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",1995,1996,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No Exposure","Unf",0,"Unf",0,1680,1680,"GasA","Gd","Y","SB",1680,0,0,1680,0,0,2,0,4,1,"Gd",7,"Typ",0,"No Fireplace","A",1996,"Unf",2,628,"TA","TA","Y",152,0,0,0,0,0,"No Pool","No Fence","No Feature",6,2007,"Warranty Deed",170000
"2151","RM",35,3907,"Pave","No Alley","IR1","Bnk","Inside","Not Gtl","Blueste","Norm","Norm","TwnhsE","1Story",1988,1988,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ",577,"Unf",0,427,1004,"GasA","Gd","Y","SB",1020,0,0,1020,1,0,1,0,1,1,"TA",4,"Typ",0,"No Fireplace","A",1988,"Unf",2,509,"TA","TA","Y",135,0,0,0,0,0,"No Pool","No Fence","No Feature",3,2007,"Warranty Deed",200000
"2152","RL",70,20693,"Pave","No Alley","IR1","Bnk","Corner","Gtl","Crawfor","Norm","Norm","1Fam","1Story",1971,1971,"Gable","CompShg","Other","Other","BrkFace",652,"TA","TA","CBlock","Gd","TA","No Exposure","Rec",434,"Unf",0,1262,1696,"GasA","Ex","Y","SB",1696,0,0,1696,0,0,2,0,3,1,"TA",7,"Typ",2,"TA","A",1971,"Fin",2,625,"TA","TA","Y",0,146,0,0,0,0,"No Pool","GdWo","No Feature",2,2007,"Warranty Deed",198000
"2153","RM",85,8500,"Pave","No Alley","Reg","Lvl","Corner","Gtl","IDOTRR","Artery","Norm","1Fam","1.5Fin",1919,2005,"Gable","CompShg","Other","Other","None",0,"TA","TA","CBlock","TA","TA","No Exposure","Unf",0,"Unf",0,793,793,"HotW","TA","N","FF",997,520,0,1517,0,0,2,0,3,1,"Fa",7,"Typ",0,"No Fireplace","None",0,"None",0,0,"Other","None","N",0,0,144,0,0,0,"No Pool","No Fence","No Feature",8,2007,"Warranty Deed",115000
"2154","RM",50,7000,"Pave","No Alley","Reg","Lvl","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",1940,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No Exposure","ALQ",375,"Unf",0,345,720,"GasA","Gd","Y","FA",720,495,0,1215,0,0,1,0,3,1,"Gd",6,"Typ",0,"No Fireplace","D",1965,"Fin",2,720,"TA","TA","Y",0,0,30,0,0,0,"No Pool","MnPrv","No Feature",5,2007,"Warranty Deed",141000
"2155","RM",50,7288,"Pave","No Alley","Reg","Lvl","Inside","Gtl","IDOTRR","Artery","Norm","1Fam","1.5Fin",1925,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","BrkTil","TA","Po","No Exposure","Unf",0,"Unf",0,936,936,"GasA","Ex","Y","SB",936,665,0,1601,0,0,2,0,3,1,"TA",6,"Typ",0,"No Fireplace","None",0,"None",0,0,"Other","None","N",0,0,0,176,0,0,"No Pool","No Fence","No Feature",9,2007,"Warranty Deed",129850
"2156","RM",50,6060,"Pave","No Alley","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",1939,1950,"Gable","CompShg","Other","Other","None",0,"TA","TA","PConc","TA","TA","No Exposure","Unf",0,"Unf",0,732,732,"GasA","Gd","Y","SB",772,351,0,1123,0,0,1,0,3,1,"TA",4,"Typ",0,"No Fireplace","D",1979,"Unf",1,264,"TA","TA","P",0,0,140,0,0,0,"No Pool","MnPrv","No Feature",6,2007,"Warranty Deed",100000
"2157","RM",46,3672,"Pave","No Alley","Reg","Lvl","Inside","Gtl","IDOTRR","Artery","Norm","1Fam","1Story",1922,1950,"Gable","CompShg","Other","Other","None",0,"TA","TA","BrkTil","TA","TA","No Exposure","Unf",0,"Unf",0,816,816,"GasA","Ex","Y","SB",816,0,0,816,0,0,1,0,2,1,"TA",5,"Typ",0,"No Fireplace","D",1922,"Unf",1,100,"Other","Fa","N",0,0,96,0,0,0,"No Pool","No Fence","No Feature",9,2007,"Warranty Deed",75200
"2158","RM",59,8263,"Pave","No Alley","Reg","Bnk","Inside","Not Gtl","IDOTRR","Norm","Norm","1Fam","1Story",1920,1950,"Gable","CompShg","Other","Other","None",0,"TA","TA","BrkTil","TA","TA","No Exposure","Unf",0,"Unf",0,1012,1012,"GasA","TA","Y","FA",1012,0,0,1012,0,0,1,0,2,1,"TA",6,"Typ",1,"Gd","D",1920,"Unf",1,308,"TA","TA","Y",0,22,112,0,0,0,"No Pool","MnPrv","No Feature",5,2007,"Warranty Deed",118400
"2159","RM",75,13710,"Pave","No Alley","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",1950,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No Exposure","BLQ",420,"Unf",0,490,910,"GasA","TA","Y","FA",910,648,0,1558,0,0,1,1,4,1,"TA",6,"Typ",0,"No Fireplace","A",1950,"Unf",1,282,"TA","TA","Y",289,0,0,0,0,0,"No Pool","MnPrv","No Feature",6,2007,"Warranty Deed",152000
"2160","RM",64,11067,"Pave","No Alley","Reg","Lvl","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","No Basement","No Basement","No Basement","No Basement",0,"No Basement",0,0,0,"GasA","Ex","Y","SB",640,0,205,845,0,0,1,0,1,1,"TA",4,"Maj2",0,"No Fireplace","D",1950,"Unf",1,256,"TA","Fa","N",48,0,0,0,0,0,"No Pool","No Fence","No Feature",3,2007,"Warranty Deed",68104
"2161","Other",75,8250,"Pave","No Alley","Reg","Lvl","Inside","Gtl","IDOTRR","Feedr","Norm","2fmCon","2Story",1895,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No Exposure","Unf",0,"Unf",0,957,957,"GasA","Fa","N","SB",1034,957,0,1991,0,0,2,0,4,2,"TA",9,"Typ",0,"No Fireplace","None",0,"None",0,0,"Other","None","N",0,0,133,0,0,0,"No Pool","No Fence","No Feature",6,2007,"Warranty Deed",119600
"2162","Other",65,6565,"Pave","No Alley","Reg","Lvl","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",1957,1980,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No Exposure","GLQ",967,"Unf",0,106,1073,"GasA","Gd","Y","FA",1073,0,0,1073,1,0,1,0,3,1,"TA",6,"Typ",0,"No Fireplace","D",1985,"Unf",2,720,"TA","TA","Y",0,444,0,0,0,0,"No Pool","No Fence","No Feature",8,2007,"Warranty Deed",140000
"2163","Other",60,6060,"Pave","No Alley","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",1930,2007,"Hip","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","BrkTil","TA","TA","No Exposure","ALQ",737,"Unf",0,100,837,"GasA","Ex","Y","SB",1001,0,0,1001,0,0,1,0,2,1,"Gd",5,"Typ",0,"No Fireplace","D",1930,"Unf",1,216,"TA","Po","N",154,0,42,86,0,0,"No Pool","No Fence","No Feature",11,2007,"Warranty Deed",124900
"2164","RM",59,5568,"Pave","No Alley","IR1","HLS","Inside","Not Gtl","Crawfor","Norm","Norm","TwnhsE","1Story",2006,2007,"Hip","CompShg","Other","Other","Stone",473,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1573,"Unf",0,0,1573,"GasA","Gd","Y","SB",1625,0,0,1625,1,1,2,0,2,1,"Gd",5,"Typ",1,"Gd","A",2006,"Fin",2,495,"TA","TA","Y",123,0,0,0,153,0,"No Pool","No Fence","No Feature",10,2007,"New",375000
"2165","RM",44,4750,"Pave","No Alley","IR1","HLS","Inside","Not Gtl","Crawfor","Norm","Norm","TwnhsE","1Story",2006,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",481,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1573,"Unf",0,0,1573,"GasA","Ex","Y","SB",1625,0,0,1625,1,1,2,0,2,1,"Gd",5,"Typ",1,"Gd","A",2006,"Fin",2,538,"TA","TA","Y",123,0,0,0,153,0,"No Pool","No Fence","No Feature",12,2007,"Warranty Deed",235000
"2166","RL",74,12150,"Pave","No Alley","IR1","Bnk","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",1979,1979,"Gable","CompShg","HdBoard","Other","None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",1001,"Unf",0,0,1001,"GasA","TA","Y","SB",1299,0,0,1299,1,0,2,0,2,1,"Gd",5,"Typ",1,"Po","BI",1979,"RFn",2,486,"TA","TA","Y",84,0,222,0,0,0,"No Pool","MnPrv","No Feature",1,2007,"Warranty Deed",183500
"2167","RL",74,7540,"Pave","No Alley","IR1","Lvl","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",1978,1978,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",773,"Unf",0,115,888,"GasA","Ex","Y","SB",912,0,0,912,1,0,1,0,2,1,"TA",5,"Typ",1,"TA","A",1978,"RFn",2,470,"TA","TA","Y",0,0,0,0,192,0,"No Pool","MnPrv","No Feature",6,2007,"Warranty Deed",156000
"2168","RL",71,9187,"Pave","No Alley","Reg","Bnk","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story",1983,1983,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","TA","TA","No Exposure","ALQ",336,"Unf",0,748,1084,"GasA","TA","Y","SB",1080,0,0,1080,0,0,1,1,3,1,"TA",5,"Typ",0,"No Fireplace","A",1983,"Unf",2,484,"TA","TA","Y",120,0,158,0,0,0,"No Pool","No Fence","No Feature",6,2007,"Warranty Deed",134000
"2169","RL",80,10000,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",166,"Gd","TA","PConc","Gd","TA","No Exposure","GLQ",585,"Unf",0,856,1441,"GasA","Ex","Y","SB",1392,0,0,1392,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","A",2002,"Fin",3,650,"TA","TA","Y",168,49,0,0,0,0,"No Pool","No Fence","No Feature",12,2007,"Warranty Deed",215000
"2170","RL",44,12864,"Pave","No Alley","IR1","Lvl","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1Story",2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No Exposure","GLQ",1392,"Unf",0,17,1409,"GasA","Ex","Y","SB",1409,0,0,1409,1,0,1,1,1,1,"Gd",4,"Typ",1,"Gd","A",2002,"RFn",2,576,"TA","TA","Y",0,144,0,0,145,0,"No Pool","No Fence","No Feature",7,2007,"Warranty Deed",245000
"2171","RL",74,9928,"Pave","No Alley","IR1","Lvl","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1Story",1991,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","No Exposure","GLQ",1239,"Unf",0,215,1454,"GasA","TA","Y","SB",1478,0,0,1478,1,0,2,0,3,1,"TA",6,"Typ",1,"TA","A",1991,"Unf",2,506,"TA","TA","Y",114,22,0,0,0,0,"No Pool","No Fence","No Feature",5,2007,"Warranty Deed",210000
"2172","RL",74,8750,"Pave","No Alley","IR1","Lvl","Inside","Gtl","Mitchel","Norm","Norm","1Fam","SLvl",1975,1975,"Gable","CompShg","Other","Other","Stone",50,"TA","TA","CBlock","TA","TA","Av","Rec",224,"GLQ",530,98,852,"GasA","TA","Y","SB",918,0,0,918,0,1,1,0,3,0,"TA",4,"Typ",0,"No Fireplace","A",1975,"Unf",1,360,"TA","TA","Y",192,84,0,0,0,0,"No Pool","No Fence","No Feature",3,2007,"Warranty Deed",148000
"2173","RL",82,8410,"Pave","No Alley","IR1","Lvl","Corner","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",1974,1974,"Gable","CompShg","Other","Other","None",0,"TA","TA","CBlock","Gd","TA","Av","ALQ",924,"Unf",0,46,970,"GasA","TA","Y","SB",1026,0,0,1026,1,0,1,0,2,1,"TA",5,"Typ",1,"Po","A",1974,"Unf",2,528,"TA","TA","Y",193,0,0,0,0,0,"No Pool","No Fence","No Feature",4,2007,"Warranty Deed",143000
"2174","RL",46,4054,"Pave","No Alley","IR1","Lvl","Inside","Gtl","Timber","Norm","Norm","TwnhsE","1Story",1987,1987,"Gable","CompShg","VinylSd","VinylSd","BrkFace",352,"Gd","TA","BrkTil","Gd","TA","Av","GLQ",949,"Unf",0,552,1501,"GasA","Ex","Y","SB",1501,0,0,1501,1,0,2,0,2,1,"Gd",5,"Typ",2,"TA","A",1987,"Fin",2,512,"TA","TA","Y",240,0,0,0,0,0,"No Pool","No Fence","No Feature",10,2007,"Warranty Deed",244000
"2175","RL",115,16905,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",1959,1959,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","Gd","BLQ",967,"Unf",0,383,1350,"GasA","Gd","Y","SB",1328,0,0,1328,0,1,1,1,2,1,"TA",5,"Typ",2,"Gd","A",1959,"RFn",1,308,"TA","TA","P",0,104,0,0,0,0,"No Pool","No Fence","No Feature",7,2007,"Warranty Deed",170000
"2176","RL",149,19958,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",1958,1995,"Hip","CompShg","HdBoard","HdBoard","BrkFace",1224,"TA","Gd","CBlock","TA","TA","No Exposure","Unf",0,"Unf",0,585,585,"GasA","Gd","Y","SB",2279,0,0,2279,0,0,2,1,4,1,"Gd",7,"Typ",1,"Gd","A",1958,"RFn",2,461,"TA","TA","Y",274,0,0,0,138,0,"No Pool","GdPrv","No Feature",7,2007,"Warranty Deed",257000
"2177","RL",67,8368,"Pave","No Alley","IR1","HLS","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No Exposure","Unf",0,"Unf",0,1689,1689,"GasA","Ex","Y","SB",1689,0,0,1689,0,0,2,0,3,1,"Gd",7,"Typ",0,"No Fireplace","A",2007,"Fin",2,433,"TA","TA","Y",100,39,0,0,0,0,"No Pool","No Fence","No Feature",4,2007,"New",231713
"2178","RL",64,9037,"Pave","No Alley","IR1","HLS","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",32,"Gd","TA","PConc","Gd","TA","Av","GLQ",428,"Unf",0,1048,1476,"GasA","Ex","Y","SB",1484,0,0,1484,0,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","A",2006,"RFn",2,472,"TA","TA","Y",120,33,0,0,0,0,"No Pool","No Fence","No Feature",12,2007,"Warranty Deed",265900
"2179","RL",89,10991,"Pave","No Alley","IR1","HLS","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",80,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Unf",0,1571,1571,"GasA","Ex","Y","SB",1571,0,0,1571,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","A",2007,"Fin",3,722,"TA","TA","Y",100,36,0,0,0,0,"No Pool","No Fence","No Feature",12,2007,"New",239000
"2180","RL",67,10656,"Pave","No Alley","IR1","HLS","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",2006,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",274,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1638,1638,"GasA","Ex","Y","SB",1646,0,0,1646,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","A",2007,"RFn",3,870,"TA","TA","Y",192,80,0,0,0,0,"No Pool","No Fence","No Feature",11,2007,"New",248900
"2181","RL",42,10331,"Pave","No Alley","Reg","Lvl","CulDSac","Gtl","Timber","Norm","Norm","1Fam","1Story",1985,1985,"Gable","CompShg","Other","Other","None",0,"TA","TA","CBlock","Gd","TA","No Exposure","ALQ",215,"BLQ",80,970,1265,"GasA","Gd","Y","SB",1240,0,0,1240,0,1,2,0,3,1,"Gd",6,"Typ",0,"No Fireplace","A",1985,"Unf",2,528,"TA","TA","Y",232,0,0,0,0,0,"No Pool","No Fence","No Feature",7,2007,"Warranty Deed",174000
